X,Y,Elevation,Slope Angle,Geography,Rainfall,Rainfall Pattern,Soil Type,Livelihood,Industrial Activity,Pitmine Radius,Pitmine Depth,Risk,Disaster
0,34,59.37327374037827,3.34639925930973,plain,685.4460087889738,seasonal,loam,low,low,395.0773780997998,57.158450994445595,0.5078790157564164,landslide
0,35,57.31410501481836,3.575662247908491,hill,1447.777074909196,seasonal,sand,low,high,437.76740210646864,31.467248396612465,0.5427481769770308,landslide
0,36,54.800499222728725,3.762509371505408,cliff,1704.9943727782588,irregular,clay,medium,high,402.6486538803942,48.43657968619637,0.57116620692652,landslide
0,37,51.975666173785875,3.863625447171868,hill,1317.8305089153373,irregular,rocky,low,low,233.42527588847094,19.827326647671942,0.5865451948999355,landslide
0,38,48.99577505603673,3.8529080836364753,hill,873.6753973938996,seasonal,rocky,medium,high,434.37104686706954,36.34253245650198,0.5849151652154252,landslide
0,39,46.023882055282606,3.7187829361952263,valley,1162.8322910294398,seasonal,rocky,medium,low,67.07746491486486,15.33092560496391,0.5645157478543759,landslide
0,40,43.22363879807056,3.463198943121383,valley,864.4429547365103,seasonal,rocky,low,medium,448.499433564254,82.96644910024995,0.5256433615421771,landslide
0,41,40.75278161829302,3.1031024079271696,valley,1392.8566481888843,uniform,sand,high,medium,261.50646018720295,10.390605747482041,0.470875410476832,landslide
0,42,38.75640164739482,2.6760165995056466,plain,794.6128791904696,uniform,sand,medium,high,198.49726158311609,96.36185726109984,0.40591889917988805,landslide
0,43,37.35999572818833,2.2531048200618176,cliff,1109.96136395154,irregular,sand,medium,medium,286.3229408955678,34.50411850629265,0.34159722602342313,landslide
0,44,36.662298152276165,1.9574307035856002,cliff,898.6986521118281,uniform,sand,low,low,359.58139346395524,17.014467093755062,0.29662743609271786,none
0,45,36.72789322108197,1.93571736272118,cliff,1238.0474055404886,seasonal,clay,medium,medium,326.88221223132615,86.9677799585434,0.2933250016794393,none
0,46,37.57960863048865,2.215506069587283,cliff,1090.0974968586727,irregular,sand,high,high,328.1452428176643,70.15566373849632,0.3358787413259883,landslide
0,47,39.19068967908477,2.6627337238918147,valley,1253.028630975079,uniform,sand,low,high,94.98055080030323,86.75202522769534,0.4038986745719699,landslide
0,48,41.4767543000185,3.1188690573454183,plain,1206.7051664899097,irregular,sand,medium,low,378.04759856368804,59.157561381579896,0.47327339823680137,landslide
0,49,44.287528916459614,3.4594789905369865,plain,904.0022916827669,uniform,loam,low,medium,370.26021676257034,33.19346849634043,0.5250775849761856,landslide
0,50,47.39836512066895,3.5978610015869705,valley,1388.0631190587064,irregular,rocky,high,medium,102.09051580002372,18.868961218085417,0.5461244389966554,landslide
0,51,50.53507820567249,3.534675450956009,plain,1185.3703044470653,seasonal,loam,low,low,69.6151853414307,59.235985497522584,0.5365143961143294,landslide
0,52,53.50632233698143,3.3234157878070136,valley,903.4412976402298,seasonal,clay,high,low,492.2601129815208,68.26333025904185,0.5043834041091295,landslide
0,53,56.17004414147798,2.9984863477901564,cliff,1872.2779668617377,seasonal,clay,low,low,385.8087302649499,50.21409591798938,0.4549641014187125,landslide
0,54,58.41119819687335,2.5895704865469593,valley,1342.9290500151374,uniform,rocky,high,high,322.59917106926787,39.91552028861368,0.39277110123799114,landslide
0,55,60.14283388859201,2.133612687714787,cliff,1154.0218339802084,irregular,rocky,low,high,192.31207390716136,86.38777186281767,0.32342337924218073,landslide
0,56,61.30660942833225,1.681180636808308,cliff,1624.5613580105469,irregular,sand,low,low,174.0458650719874,67.60132105932735,0.25461189675714196,none
0,57,61.872733034303515,1.3120156549116402,hill,1752.544682815982,irregular,rocky,medium,medium,110.91786765317705,23.63331520089149,0.19846470374776973,none
0,58,61.83933127314024,1.1445216837328889,valley,1156.3951733058345,uniform,clay,low,low,323.84443921488685,92.5820980006329,0.17299014145488162,none
0,59,61.231244563491835,1.2428202692932082,hill,1304.2192459304285,seasonal,sand,medium,low,309.1926063046788,25.379601162781036,0.187940610558553,none
0,60,60.09824984128965,1.5085590253494197,valley,903.5991545991178,seasonal,clay,high,low,470.9765479791628,90.29567485758885,0.22835745927941828,none
0,61,58.512710386690145,1.8119068991658658,valley,1155.8421747695966,irregular,loam,high,low,332.51697124972554,13.772852556294373,0.27449436948322015,none
0,62,56.56665281269462,2.077541099278083,hill,1140.2812338720391,irregular,sand,low,high,253.156366693803,97.37759592514114,0.3148953160382365,landslide
0,63,54.368271215445475,2.2671576557043034,hill,1255.4481100864962,uniform,sand,medium,high,453.78174959120463,55.07240292685386,0.3437345557102581,landslide
0,64,52.037858486199084,2.3614974409858003,valley,1299.828143591103,irregular,loam,medium,medium,326.32518028704925,21.08111827855695,0.35808292132567715,landslide
0,65,49.70316478497493,2.35366476397377,plain,1367.948534648418,irregular,clay,low,high,371.41421146712827,19.739198082242154,0.3568916305761725,landslide
0,66,47.49418317588145,2.2480228831867937,cliff,1271.2927968899878,uniform,rocky,medium,low,332.0004042489924,47.61271540826808,0.3408243019797681,landslide
0,67,45.53736242411836,2.0624389322955587,hill,836.7772120112506,irregular,sand,low,low,126.24757202193882,48.1130643023119,0.3125983910155243,landslide
0,68,43.94924695465532,1.8341346807246497,cliff,918.4598682776746,seasonal,rocky,low,low,105.73255502055402,62.28555980953838,0.2778750464232137,none
0,69,42.829543972587345,1.6287904461252467,plain,1036.077714160898,uniform,loam,low,medium,331.05846222854524,42.15264944877127,0.24664374622193488,none
0,70,42.25361774516666,1.5389975414272221,plain,1115.3278224230314,seasonal,clay,medium,high,461.3029476970305,55.828498410918975,0.23298692664752751,none
0,71,42.264411045510776,1.632084767944665,plain,1515.232287141634,irregular,clay,low,low,483.64554247204103,64.37898150392293,0.24714478757769826,none
0,72,42.863793757987516,1.877281452130302,hill,851.1183039441262,irregular,clay,high,low,497.93831135970197,87.58218736899238,0.2844373430132042,none
0,73,44.00333864527632,2.1726259362176736,plain,1092.7754855487901,uniform,rocky,low,low,429.79891079319896,96.29898350105532,0.329356998358382,landslide
0,74,45.574524277105965,2.411006010893078,hill,1485.9028494642148,uniform,rocky,medium,medium,213.74918628807492,89.4856667569088,0.3656127992028264,landslide
0,75,47.39836512066895,2.527475636879621,plain,1110.0367576510164,uniform,rocky,low,high,326.0835460829946,17.361696532014708,0.38332694569743153,landslide
0,76,49.287922129119735,2.585207267470964,cliff,1338.1246949528472,uniform,rocky,low,medium,324.0748756422371,37.12419128094861,0.3921074887188854,landslide
0,77,51.26663141816247,2.6638674052502367,cliff,1158.137387121629,irregular,sand,high,high,291.89841945662494,21.677621556589198,0.4040710989057066,landslide
0,78,53.36526337407656,2.7475229155002,valley,1277.0349771974168,irregular,rocky,high,low,383.92913975843817,63.1095589707669,0.4167944673470203,landslide
0,79,55.56476095107187,2.801905482281053,cliff,1131.4582368571378,seasonal,loam,medium,medium,126.4935270718299,74.49340184794032,0.42506564317117873,landslide
0,80,57.81017390362286,2.8019406645871245,valley,1400.1196418185061,seasonal,sand,low,medium,134.9102194576197,73.96851379955379,0.4250709941330153,landslide
0,81,60.023154479864004,2.7329550618681764,cliff,736.4830777780694,uniform,clay,low,medium,475.10173190837156,50.970582322764216,0.414578807331254,landslide
0,82,62.113014576046275,2.5913210557339394,hill,1091.0063974834366,irregular,rocky,high,high,427.93658242170306,64.69874114252818,0.3930373495303201,landslide
0,83,63.986344352055134,2.3849410627606287,cliff,1288.9718030082925,uniform,rocky,low,medium,418.3341753040341,35.20891517286876,0.3616485183383387,landslide
0,84,65.55519230798896,2.1343496880959956,valley,1360.1085744018578,uniform,sand,medium,medium,267.3982403437318,70.62153610897684,0.3235354714087754,landslide
0,85,66.74380682179944,1.8750952357333448,valley,1647.8857868261484,uniform,clay,high,low,305.4956404577686,23.942798993184475,0.28410483608535436,none
0,86,67.49393914799262,1.660044594692924,plain,1082.692599940327,uniform,clay,high,medium,331.20409878670273,19.17321618312871,0.2513972651038102,none
0,87,67.7687078773912,1.5518616153820162,hill,1643.8445285582618,uniform,loam,medium,low,182.28862283760958,43.615571922896386,0.23494345470042075,none
0,88,67.5550248579581,1.589198063257423,cliff,1002.2928520020988,irregular,sand,low,low,182.62084456545168,80.50967458612436,0.24062204516253455,none
0,89,66.8645825766811,1.7511396524887102,plain,1598.5939234633931,seasonal,loam,medium,medium,130.94410027707485,33.66144016761497,0.26525213228536637,none
0,90,65.73340300251867,1.9761330612593146,cliff,1445.2401380095116,uniform,sand,high,low,302.08704043035823,27.8837474214378,0.2994719228060603,none
0,91,64.21994789040677,2.203843685193316,cliff,925.9624261103331,irregular,sand,high,high,123.58228209322166,91.51181106807104,0.33410498113846093,landslide
0,92,62.40179054632732,2.391371001067874,plain,1292.1117711755467,uniform,sand,medium,high,140.51551900109843,61.22531262978485,0.3626264631729772,landslide
0,93,60.370849053437034,2.512541066016776,plain,1184.6292493403425,irregular,clay,high,high,456.1399092345322,27.589800709814433,0.3810555107730242,landslide
0,94,58.22718095925825,2.5550052454565715,plain,1387.6753781025002,seasonal,loam,low,low,286.6824858164512,26.82524589312881,0.38751399030361566,landslide
0,95,56.07133942393037,2.5187590440578242,plain,1133.018523470007,seasonal,loam,high,high,328.58127933509877,20.606820056264322,0.3820012180592491,landslide
0,96,53.99529082952248,2.4157423745228415,plain,1107.8261323014806,irregular,rocky,medium,high,110.43287832320163,21.14741192514554,0.36633316417763145,landslide
0,97,52.07189385040751,2.269568912891175,cliff,1610.7283748288555,uniform,loam,medium,low,142.72857044444945,82.25228716384626,0.3441012896349412,landslide
0,98,50.34293998469709,2.1142373165138033,plain,1170.383731663298,seasonal,rocky,high,medium,94.2049091929475,82.27476125372469,0.3204765322772799,landslide
0,99,48.80575554673789,1.9909501497365019,hill,1447.92669725753,uniform,rocky,medium,low,172.18200335685972,95.82614656370518,0.3017254895509105,landslide
0,100,47.39836512066895,1.919749258665749,valley,1132.3945544867402,uniform,clay,medium,low,446.6972299445353,36.76723002684628,0.29089637419752673,none
0,101,46.05435830736137,1.8265889776795539,plain,1699.998977768257,irregular,rocky,low,medium,449.8923267029495,61.5942696693337,0.27672740223689973,none
0,102,44.91023274196401,1.6508706975588683,plain,996.499611199352,uniform,sand,high,high,353.1152814119814,58.34349083530938,0.2500019849491553,none
0,103,44.10632377907106,1.4495538788390314,cliff,1015.7569406258447,irregular,sand,low,high,444.058231731297,19.193662354882527,0.21938322414843725,none
0,104,43.72624663792134,1.315201693752655,plain,1657.355154334771,irregular,clay,medium,low,135.9237210698309,57.19065948528813,0.19894927608402638,none
0,105,43.80550133831507,1.3183501398541755,plain,1066.5160827314241,irregular,sand,medium,high,116.59679649795467,29.074737664084534,0.1994281308498101,none
0,106,44.339576190722624,1.453811104224449,plain,1680.3222918493177,seasonal,sand,low,low,394.4765352446325,31.911591074635513,0.2200307158313465,none
0,107,45.291549840585056,1.6546412425339245,cliff,1467.552173878444,uniform,loam,high,low,495.34206390574536,83.89834660703391,0.25057545623393784,none
0,108,46.59919186680643,1.8533454673243182,plain,1153.60508803175,irregular,clay,medium,high,372.94020671468553,36.857439916197094,0.2807968613189054,none
0,109,48.18156193443819,2.0052024537202113,valley,656.0119583948524,irregular,sand,medium,low,66.66203989808828,80.148459164382,0.3038931568591428,landslide
0,110,49.945107501555135,2.084592775477608,cliff,1194.2045087184492,uniform,clay,medium,high,132.7437522417295,15.689262833037073,0.31596782248936345,landslide
0,111,51.78926008032357,2.0787278770486273,valley,1230.4890160600273,seasonal,clay,high,medium,161.37725612378938,58.729352968713464,0.3150758159334314,landslide
0,112,53.61153005226088,1.983811432033245,cliff,1550.165319991312,irregular,sand,low,low,240.24046882521574,68.17171332129358,0.3006397447474221,landslide
0,113,55.312100037687195,1.8031020231006742,plain,1676.5341528720335,irregular,sand,low,high,149.4247664426716,80.89333193917102,0.2731552146334942,none
0,114,56.79791681936932,1.5463828053443696,valley,994.5038462568757,irregular,rocky,high,medium,77.28297584881288,78.80593106183595,0.23411016925968106,none
0,115,57.9862818203555,1.2315640245178872,cliff,1440.354529196455,irregular,clay,medium,low,166.2475097607882,33.39494429720775,0.18622862112576982,none
0,116,58.8079401360031,0.8932042683202034,hill,1429.6206468040048,uniform,clay,medium,medium,207.93870605085058,68.09550346876878,0.13476666923577943,none
0,117,59.209668120197534,0.6203809541101132,plain,1522.0238107231335,irregular,sand,high,low,177.62474292682032,26.24861324023643,0.09327231296799494,none
0,118,59.1563595257631,0.6181109722720706,cliff,1349.6069736406635,seasonal,rocky,medium,high,62.51201929242284,24.365510193830637,0.09292706595205771,none
0,119,58.63261019906598,0.9096262203561825,hill,617.250692711469,uniform,loam,low,medium,467.42582184550025,27.524242928880916,0.1372643235523334,none
0,120,57.64380132880862,1.2970278320460358,cliff,1153.3732702416721,seasonal,sand,low,medium,293.62559909782044,28.662279878580588,0.19618516959774865,none
0,121,56.21668124901652,1.6827594042143486,hill,853.2877275249255,uniform,rocky,medium,medium,431.84732731431563,23.81367329604833,0.2548520153019954,none
0,122,54.399445796216284,2.0239737367674406,plain,1139.218268124578,uniform,clay,high,high,56.94430836034294,39.83296674904254,0.30674812659888195,landslide
0,123,52.26131722080598,2.2927476433711083,valley,1494.0012708401682,uniform,clay,high,low,408.6822101280698,74.11767993594542,0.34762659869129503,landslide
0,124,49.891621652617204,2.466685587207825,hill,1291.5452507624918,seasonal,sand,medium,high,366.9998745659903,80.66675291263563,0.37408124033709206,landslide
0,125,47.39836512066895,2.5280356320559174,cliff,1544.4272599192298,seasonal,rocky,medium,medium,489.69418570375325,41.161995534514986,0.3834121167152412,landslide
0,126,44.90359440436715,2.4712967532777963,plain,1302.5261762140617,irregular,sand,medium,medium,101.60104407403958,75.4507055749131,0.3747825637128867,landslide
0,127,42.52450897073957,2.304848936153996,hill,810.5022180993292,seasonal,clay,high,medium,339.1932197886535,79.37462334944598,0.34946711351491905,landslide
0,128,40.36428180458711,2.0427568372158804,cliff,500.0,irregular,rocky,high,high,59.53273810909224,44.839168409126074,0.3096048936756904,landslide
0,129,38.51017766208375,1.7011631041497604,cliff,1244.6426285038772,uniform,rocky,high,medium,210.64528722841033,99.53456443300504,0.2576510784391631,none
0,130,37.03156909206594,1.29800278136709,cliff,1135.8220600946504,irregular,clay,medium,low,336.09227452647735,59.73071252757934,0.1963334519928511,none
0,131,35.97850024783099,0.8524712680316896,hill,906.9162781854354,seasonal,clay,high,low,469.43908555866454,73.09759752530675,0.12857148892019316,none
0,132,35.38079848944379,0.3847933858763287,hill,689.8118251045867,uniform,loam,high,high,87.3085560654979,19.050700333566745,0.05744123116746422,none
0,133,35.247733776552174,0.09434165377650601,hill,979.5770359581873,uniform,loam,low,low,270.1626238414442,60.78723174481464,0.013265726279841968,none
0,134,35.56822585171128,0.5440441729104685,valley,1141.6525545405673,irregular,clay,medium,high,157.2726212236378,75.95141437696981,0.08166206769036896,none
0,135,36.31159921421614,0.9637663647146515,hill,1399.763347111917,irregular,rocky,low,high,147.3080202944562,57.85748732334489,0.14549862876522898,none
0,136,37.428885884443105,1.3324831992912056,hill,1256.589324470394,seasonal,clay,high,medium,359.73781302681834,86.3579774180488,0.20157766196716287,none
0,137,38.85467595870007,1.6357903179908695,hill,1682.4201741518186,uniform,sand,low,high,62.27154896208339,16.650250645550155,0.24770837362689824,none
0,138,40.50951595458487,1.8625501262496595,valley,889.3187831863818,irregular,clay,low,medium,334.294081832797,89.85324611424593,0.28219682010863495,none
0,139,42.30285494685291,2.005621364484271,hill,1464.31766761723,uniform,rocky,medium,low,123.07031889798759,79.35383550152308,0.30395687000821375,landslide
0,140,44.13653849379317,2.0629176125634907,cliff,1214.1896229386184,seasonal,loam,low,low,56.635501168399635,10.319663540100207,0.31267119465268206,landslide
0,141,45.90885035411256,2.038874138064858,hill,1408.4007372355754,uniform,clay,medium,medium,294.67220957384876,17.37596318477898,0.3090143645916214,landslide
0,142,47.51910199432952,1.9465871506473718,cliff,1069.045541020337,irregular,loam,low,medium,100.57674271663984,19.50289282396802,0.294978213957395,none
0,143,48.872769886675755,1.810871807279785,cliff,1521.504112167177,seasonal,sand,low,low,302.66831174947384,46.8961561865387,0.27433693986025964,none
0,144,49.88718059750689,1.6714750373906375,cliff,1288.5674275035728,seasonal,rocky,high,high,176.2167179414992,22.32358581041796,0.2531357487190051,none
0,145,50.49774366622179,1.5812326338680724,valley,996.1665045246752,uniform,loam,medium,medium,175.46841479735454,13.667226281304886,0.23941056378358955,none
0,146,50.66473227469023,1.5869883060255763,valley,1196.3927913260436,irregular,sand,high,medium,412.41704638995145,84.14776747090794,0.2402859578522948,none
0,147,50.3806117071896,1.6947270908217273,valley,1128.13324231887,uniform,rocky,high,medium,370.3138222271747,29.340486973951965,0.256672209639952,none
0,148,49.67791560084996,1.8581604083518453,hill,1346.753505191338,uniform,rocky,medium,high,422.4785458647274,64.32636423313025,0.2815291773197686,none
0,149,48.63766998660788,1.9496921724415561,cliff,846.0669751876474,uniform,loam,medium,high,241.24915666997506,63.010970394961674,0.2954504642154792,none
1,0,50.431709819505535,2.9242619182740275,valley,1191.1944893652917,irregular,loam,medium,medium,100.55694972809204,82.29286023718706,0.44367512880641,landslide
1,1,50.359837319334645,2.925227652179422,valley,1318.5921757947992,uniform,loam,medium,low,393.58110127795896,58.7012337393622,0.44382200960670504,landslide
1,2,50.013516056002885,2.9682677090465748,hill,1209.90699215791,uniform,rocky,high,high,440.22521575894996,97.50270970451292,0.450368075724999,landslide
1,3,49.224649588016604,3.093799771416016,valley,1604.0823733166987,seasonal,rocky,low,medium,314.55868501761967,57.75772280833122,0.4694605500396252,landslide
1,4,47.921977077993,3.3028923437922324,hill,1432.2068322213158,seasonal,rocky,low,high,149.18770475501157,70.62560455769713,0.5012619439793128,landslide
1,5,46.111455992217415,3.555840166935969,plain,1197.755760977776,seasonal,loam,medium,low,395.0569450371723,91.57145573603799,0.5397333888449237,landslide
1,6,43.858272158999334,3.7982120007364926,valley,1265.006729249302,irregular,loam,high,high,69.90334415155965,74.81386413335333,0.576596305968094,landslide
1,7,41.27047718582701,3.982756621819519,plain,1288.6996654445998,uniform,sand,medium,low,204.7356539083118,75.6418887631819,0.6046641427535734,rockfall
1,8,38.4842532353208,4.078445773338406,hill,1320.9898812500471,uniform,clay,low,high,225.8648566129496,15.218342192478305,0.6192177367364877,rockfall
1,9,35.650805159984984,4.071962768064401,cliff,652.3026013006177,seasonal,sand,high,medium,199.1966591032201,17.58995790637028,0.6182317208188072,rockfall
1,10,32.92487999575843,3.966837564470453,valley,1109.5421112691959,uniform,clay,medium,medium,475.17683112078487,34.71722555555063,0.6022429749035971,rockfall
1,11,30.454913814363806,3.7825240631808805,hill,754.6682795419721,irregular,sand,medium,medium,424.5096676518852,60.6518674349194,0.5742102896852698,landslide
1,12,28.374805934455438,3.5538952139854842,cliff,1583.484284237846,uniform,loam,medium,low,288.6806824379215,89.60055973439772,0.5394375762568935,landslide
1,13,26.797320491565824,3.3300857840404423,cliff,1181.7451439991216,seasonal,rocky,medium,low,470.8156251557071,17.884571028637186,0.5053978599330975,landslide
1,14,25.80911536685089,3.1691124786090876,plain,1141.997715096113,irregular,clay,medium,high,120.22819849715816,22.785565536995108,0.48091504143017466,landslide
1,15,25.467398474633672,3.1229269495501826,hill,1469.0391996099706,uniform,rocky,medium,medium,93.38170464888856,57.59278863707482,0.47389057285521063,landslide
1,16,25.79821140874693,3.2148185269281453,cliff,1326.6974392349623,uniform,clay,low,high,223.10727510996333,22.427480906741305,0.48786658462227556,landslide
1,17,26.796340447674243,3.4273474290818666,valley,861.4096456862378,uniform,rocky,high,low,495.91153516104737,52.19041821579978,0.5201906182507823,landslide
1,18,28.426854918489674,3.7144122167386024,valley,1178.7283912417893,irregular,sand,high,medium,456.6648219169972,91.30252320152468,0.5638509945842796,landslide
1,19,30.628272919596284,4.023645421154793,plain,1099.4499080320845,uniform,rocky,low,high,149.86005890000018,77.21476098677483,0.6108830189221741,rockfall
1,20,33.31735440226324,4.311178359764859,cliff,676.6401334181838,seasonal,clay,high,high,468.5054442826637,77.19621823859049,0.6546145974639608,rockfall
1,21,36.39552161096142,4.546845018439686,hill,992.9171300288386,seasonal,loam,medium,high,333.9992639567502,47.54408367473125,0.69045770832054,rockfall
1,22,39.756906882497866,4.714897619427144,valley,1144.9379033950604,seasonal,clay,high,high,189.1222342606246,70.72772088727785,0.7160172339691862,rockfall
1,23,43.298027803948735,4.813590946702188,cliff,1165.5147205524472,seasonal,rocky,low,low,417.77098978817145,76.31676476040124,0.7310277402928875,rockfall
1,24,46.92908972939111,4.85469928040951,cliff,755.3305728968073,irregular,sand,low,low,435.5200846967458,11.817733034342739,0.7372800059739394,rockfall
1,25,50.586915655433096,4.8436838289933055,plain,1545.4996749142426,seasonal,clay,medium,high,50.22732729549934,83.29250033635344,0.7356046393842554,rockfall
1,26,54.19782215011391,4.7213227667947555,valley,1169.3690823325683,seasonal,sand,medium,low,110.61545827661553,90.27812671982997,0.7169944501382536,rockfall
1,27,57.53763014524882,4.442924850006154,valley,1211.265922998169,seasonal,loam,high,medium,387.2345799879507,20.91246561200001,0.6746522391110115,rockfall
1,28,60.39242483046979,4.056765266389481,hill,1320.192491501951,irregular,sand,medium,medium,325.4503602970817,85.6829219232399,0.6159202961126555,rockfall
1,29,62.6070468781008,3.6412490189116,valley,963.5771238288986,irregular,sand,high,high,167.60186087636902,42.24207217303782,0.5527234272606664,landslide
1,30,64.0809020929656,3.2826307350390156,hill,1336.906791939809,uniform,clay,high,medium,173.5892125288433,38.62372245462289,0.4981803070063192,landslide
1,31,64.7635510394149,3.062397681540295,valley,1089.877606194545,seasonal,sand,medium,medium,99.97723439794817,64.45013731634184,0.46468453040718,landslide
1,32,64.65007864557242,3.026103773166829,plain,931.0243378058426,uniform,sand,high,high,242.29544432205563,83.09653711228916,0.4591645022938963,landslide
1,33,63.7762437848005,3.1550416859059185,valley,1372.0342480066197,irregular,sand,high,low,77.61702869316017,45.712652251007825,0.4787749806106443,landslide
1,34,62.213408834384566,3.380004202376566,hill,1647.5021576405422,uniform,rocky,high,high,357.66217834822805,66.96571426309202,0.5129900726468848,landslide
1,35,60.06324921143696,3.6219492206400172,hill,1417.4488120457495,irregular,sand,high,high,160.4148975243487,84.58095940804,0.5497880743649797,landslide
1,36,57.45224288601991,3.8172320922833753,plain,1476.8932695421292,uniform,sand,low,low,446.5228809957039,80.55999951911954,0.5794891175929996,landslide
1,37,54.52593987148765,3.922319020326604,valley,1043.8108180313102,seasonal,sand,low,low,92.72374911415417,34.862015961984056,0.5954720420873296,landslide
1,38,51.44301169204771,3.9110218960982017,valley,720.7140812494631,irregular,clay,low,low,361.41716909332865,73.54121141990954,0.5937538351998722,landslide
